frame,landmark,vector,total_vector
1,hand_0_15,"[0.007019162178039551, -0.012118726968765259]",0.00019613218102509933
1,hand_0_16,"[0.0022340118885040283, -0.015151411294937134]",0.0002345560733463259
1,hand_0_17,"[0.010835886001586914, -0.012003481388092041]",0.00026149999087365927
1,hand_0_18,"[0.013461560010910034, -0.013057947158813477]",0.0003517235819296971
1,hand_0_19,"[0.015306651592254639, -0.014551609754562378]",0.0004460429294157464
1,hand_0_20,"[0.016586512327194214, -0.01630699634552002]",0.0005410305209929689
1,hand_1_0,"[0.008748650550842285, 0.02273094654083252]",0.0005932348171029389
1,hand_1_1,"[0.009021401405334473, 0.022332966327667236]",0.0005801470683088894
1,hand_1_2,"[0.010400533676147461, 0.02804511785507202]",0.0008946997362535569
1,hand_1_3,"[0.0108298659324646, 0.03231513500213623]",0.0011615539463214475
1,hand_1_4,"[0.004418909549713135, 0.029526352882385254]",0.0008913322761436859
1,hand_1_5,"[0.015394985675811768, 0.03142058849334717]",0.00122425896522671
1,hand_1_6,"[0.02050679922103882, 0.024537503719329834]",0.0010226179030681237
1,hand_1_7,"[0.023264408111572266, 0.019374430179595947]",0.0009166012295658277
1,hand_1_8,"[0.02558237314224243, 0.015968799591064453]",0.0009094603759685072
1,hand_1_9,"[0.01635187864303589, 0.03062725067138672]",0.0012054124188445314
1,hand_1_10,"[0.01749885082244873, 0.022122502326965332]",0.0007956148893129011
1,hand_1_11,"[0.01773083209991455, 0.016150355339050293]",0.0005752163845329505
1,hand_1_12,"[0.02030891180038452, 0.0106353759765625]",0.0005255631206786404
1,hand_1_13,"[0.016487598419189453, 0.02977132797241211]",0.0011581728708733863
1,hand_1_14,"[0.015275776386260986, 0.020050048828125]",0.0006353538022132454
1,hand_1_15,"[0.015804529190063477, 0.011498868465423584]",0.0003820071189046814
1,hand_1_16,"[0.018063604831695557, 0.0038490891456604004]",0.00034110930676689577
1,hand_1_17,"[0.01601243019104004, 0.028709769248962402]",0.0010806487709515977
1,hand_1_18,"[0.014508306980133057, 0.024433135986328125]",0.00080746910555618
1,hand_1_19,"[0.01613748073577881, 0.017442166805267334]",0.0005646474673604018
1,hand_1_20,"[0.01979959011077881, 0.010092735290527344]",0.0004938870741995061
2,pose_0,"[-0.00038439035415649414, 0.004442065954208374]",1.9879705885905707e-05
2,pose_1,"[-0.0003479123115539551, 0.0037910044193267822]",1.449275748388601e-05
2,pose_2,"[-0.0004356503486633301, 0.0036091655492782593]",1.321586718838752e-05
2,pose_3,"[-0.0006971359252929688, 0.0037750303745269775]",1.4736852826935376e-05
2,pose_4,"[-0.0002614259719848633, 0.004092544317245483]",1.681726252744653e-05
2,pose_5,"[-7.715821266174316e-05, 0.003896951675415039]",1.5192185750301235e-05
2,pose_6,"[-0.00017756223678588867, 0.003680303692817688]",1.3576163619299919e-05
2,pose_7,"[-8.440017700195312e-05, 0.005307301878929138]",2.817457662396272e-05
2,pose_8,"[-0.00028270483016967773, 0.004064276814460754]",1.6598268045564524e-05
2,pose_9,"[-0.00020182132720947266, 0.004023343324661255]",1.6228023356212873e-05
2,pose_10,"[-4.678964614868164e-05, 0.004196494817733765]",1.761275802625306e-05
2,pose_11,"[0.0005786418914794922, -0.00012111663818359375]",3.4949567861985997e-07
2,pose_12,"[-1.65402889251709e-05, 0.00015082955360412598]",2.3023135398148042e-08
2,pose_13,"[-0.003472626209259033, -0.0005332231521606445]",1.2343459719232897e-05
2,pose_14,"[0.0007850676774978638, -0.0024054646492004395]",6.402591436804883e-06
2,pose_15,"[0.008896946907043457, 0.018328189849853516]",0.00041507820743902357
2,pose_16,"[0.009173959493637085, -0.017924368381500244]",0.0004054445146666197
2,pose_17,"[0.01294022798538208, 0.023082971572875977]",0.000700273076947866
2,pose_18,"[0.008580714464187622, -0.023974746465682983]",0.0006484171288096974
2,pose_19,"[0.01483774185180664, 0.020850419998168945]",0.0006548985973608978
2,pose_20,"[0.00638088583946228, -0.02370581030845642]",0.000602681146476769
2,pose_21,"[0.011613011360168457, 0.02067887783050537]",0.0005624780211803682
2,pose_22,"[0.005466073751449585, -0.020424991846084595]",0.0004470582541689083
2,pose_23,"[0.0011507868766784668, -7.492303848266602e-05]",1.3299238972308558e-06
2,pose_24,"[0.005214720964431763, -9.334087371826172e-05]",2.7202027255590622e-05
2,pose_25,"[0.006214320659637451, -0.00026810169219970703]",3.868965977815719e-05
2,pose_26,"[0.005021959543228149, -4.863739013671875e-05]",2.5222443249539594e-05
2,pose_27,"[0.008223891258239746, -0.0012652873992919922]",6.923333963015921e-05
2,pose_28,"[0.006525129079818726, -0.0007861852645874023]",4.319539677855033e-05
2,pose_29,"[0.006705939769744873, -0.0011562108993530273]",4.630645183922866e-05
2,pose_30,"[0.0065638720989227295, -0.001046895980834961]",4.418040812570467e-05
2,pose_31,"[0.01238703727722168, -0.0012520551681518555]",0.00015500633465137525
2,pose_32,"[0.010404020547866821, -0.0012079477310180664]",0.00010970278128130673
2,hand_0_0,"[0.011218935251235962, 0.0049076080322265625]",0.0001499491247693996
2,hand_0_1,"[0.007602334022521973, 0.002225428819656372]",6.274801602135227e-05
2,hand_0_2,"[0.0023139119148254395, -4.3004751205444336e-05]",5.356037758197374e-06
2,hand_0_3,"[-0.0039027929306030273, -0.002038896083831787]",1.9388889899829564e-05
2,hand_0_4,"[-0.009974122047424316, -0.0067282021045684814]",0.00014475181417683558
2,hand_0_5,"[0.008355587720870972, 0.0030971765518188477]",7.940834875430625e-05
2,hand_0_6,"[0.0081099271774292, 0.008004188537597656]",0.00012983795296861445
2,hand_0_7,"[0.004154413938522339, 0.010219663381576538]",0.00012170067480532509
2,hand_0_8,"[-0.0014618337154388428, 0.012286841869354248]",0.00015310344093411032
2,hand_0_9,"[0.010193496942520142, 0.0024693310260772705]",0.0001100049756335153
2,hand_0_10,"[0.009050220251083374, 0.008863747119903564]",0.00016047249959871834
2,hand_0_11,"[0.006304144859313965, 0.013332515954971313]",0.00021749822409677932
2,hand_0_12,"[0.001979649066925049, 0.01684248447418213]",0.0002875882936912433
2,hand_0_13,"[0.012705475091934204, 0.0006959736347198486]",0.00016191347661198563
2,hand_0_14,"[0.011328935623168945, 0.004819303750991821]",0.00015157047099823018
2,hand_0_15,"[0.010380029678344727, 0.008574992418289185]",0.00018127551109703433
2,hand_0_16,"[0.008655071258544922, 0.0114973783493042]",0.00020709996739753933
2,hand_0_17,"[0.01725989580154419, -0.003082782030105591]",0.0003074075481253047
2,hand_0_18,"[0.02254393696784973, -0.0002810060977935791]",0.0005083080584373789
2,hand_0_19,"[0.02447223663330078, 0.0024865567684173584]",0.0006050733303988309
2,hand_0_20,"[0.024811893701553345, 0.004459500312805176]",0.000635517212097092
2,hand_1_0,"[0.0044471025466918945, 0.016541242599487305]",0.00029338942779588706
2,hand_1_1,"[0.01192009449005127, 0.020285069942474365]",0.0005535727152228276
2,hand_1_2,"[0.014161467552185059, 0.026759326457977295]",0.000916608715716194
2,hand_1_3,"[0.014183223247528076, 0.029489338397979736]",0.001070784900839783
2,hand_1_4,"[0.0105552077293396, 0.024195969104766846]",0.0006968573311283421
2,hand_1_5,"[0.006760895252227783, -0.0008844733238220215]",4.6491997672148955e-05
2,hand_1_6,"[-0.011549949645996094, -0.0194130539894104]",0.0005102680020208084
2,hand_1_7,"[-0.02815943956375122, -0.025086283683776855]",0.0014222756656074864
2,hand_1_8,"[-0.0392688512802124, -0.03122115135192871]",0.002516802972607479
2,hand_1_9,"[0.0056195855140686035, 0.004160583019256592]",4.889019241005599e-05
2,hand_1_10,"[-0.0022779107093811035, 0.014906227588653564]",0.00022738449812464978
2,hand_1_11,"[-0.0014131665229797363, 0.02070373296737671]",0.0004306415984061118
2,hand_1_12,"[0.0029848814010620117, 0.020548701286315918]",0.0004311586415326474
2,hand_1_13,"[0.007835626602172852, 0.010688304901123047]",0.0001756369059080498
2,hand_1_14,"[0.0033698081970214844, 0.025188028812408447]",0.0006457924027394313
2,hand_1_15,"[0.003870546817779541, 0.03088700771331787]",0.000968988378151181
2,hand_1_16,"[0.007859945297241211, 0.03190261125564575]",0.0010795553450044792
2,hand_1_17,"[0.009940564632415771, 0.016652166843414307]",0.0003761094857921421
2,hand_1_18,"[0.006890594959259033, 0.027073442935943604]",0.0007804516112983606
2,hand_1_19,"[0.007045328617095947, 0.03157323598861694]",0.0010465058861157672
2,hand_1_20,"[0.009101033210754395, 0.03259354829788208]",0.0011451681961496263
3,pose_0,"[0.0008245110511779785, 0.003811776638031006]",1.5209459611753573e-05
3,pose_1,"[0.00016188621520996094, 0.0029450207948684692]",8.699354628882716e-06
3,pose_2,"[5.048513412475586e-05, 0.0029412657022476196]",8.653592679985778e-06
3,pose_3,"[7.635354995727539e-05, 0.002940729260444641]",8.653718447826364e-06
3,pose_4,"[0.0005558133125305176, 0.0031143873929977417]",1.0008337272049417e-05
3,pose_5,"[0.0009005069732666016, 0.003198578953742981]",1.1041820132229319e-05
3,pose_6,"[0.0006870925426483154, 0.003152310848236084]",1.0409159846069826e-05
3,pose_7,"[1.823902130126953e-05, 0.003482997417449951]",1.2131603671861058e-05
3,pose_8,"[8.842349052429199e-05, 0.0037145018577575684]",1.3805342764960926e-05
3,pose_9,"[0.0007165074348449707, 0.003748089075088501]",1.4561554618985895e-05
3,pose_10,"[0.0019050240516662598, 0.0032778382301330566]",1.4373340100348742e-05
3,pose_11,"[0.0004356503486633301, 0.0005763471126556396]",5.219672205569736e-07
3,pose_12,"[3.898143768310547e-05, -0.0006855428218841553]",4.714885131207325e-07
3,pose_13,"[-0.004117608070373535, 0.0003046393394470215]",1.7047501348343985e-05
3,pose_14,"[0.000639796257019043, 0.0014404654502868652]",2.4842799639657187e-06
3,pose_15,"[0.007903039455413818, 0.012787699699401855]",0.00022598329623590985
3,pose_16,"[0.005712062120437622, 0.004088103771209717]",4.934024611191745e-05
3,pose_17,"[0.011793792247772217, 0.010922729969024658]",0.00025839956555984145
3,pose_18,"[0.014658302068710327, 0.005206465721130371]",0.00024197310484286305
3,pose_19,"[0.01298379898071289, 0.009752035140991211]",0.00026368122536268856
3,pose_20,"[0.013973146677017212, 0.004251003265380859]",0.00021331985681971588
3,pose_21,"[0.01088094711303711, 0.010883808135986328]",0.0002368522896176728
3,pose_22,"[0.012241750955581665, 0.003988921642303467]",0.0001657719623269216
3,pose_23,"[0.002190530300140381, -0.0008069872856140137]",5.449651474975781e-06
3,pose_24,"[0.005684494972229004, -2.384185791015625e-07]",3.231348314614024e-05
3,pose_25,"[0.008616089820861816, -8.153915405273438e-05]",7.424365243480224e-05
3,pose_26,"[0.011976778507232666, 0.00013649463653564453]",0.00014346185419711333
3,pose_27,"[0.01579040288925171, -0.002176046371459961]",0.0002540720012156328
3,pose_28,"[0.017820417881011963, -0.0007013082504272461]",0.0003180591267160082
3,pose_29,"[0.014950394630432129, -0.0017268657684326172]",0.0002264963649878382
3,pose_30,"[0.019495248794555664, -0.0009275674819946289]",0.00038092510699527793
3,pose_31,"[0.019477784633636475, -0.002946615219116211]",0.00038806663548385245
3,pose_32,"[0.018188655376434326, -0.001501917839050293]",0.0003330829415979508
3,hand_0_0,"[0.010767042636871338, 0.01700955629348755]",0.0004052542124455272
3,hand_0_1,"[0.01724177598953247, 0.012311369180679321]",0.00044884865037619903
3,hand_0_2,"[0.02880793809890747, 0.018582969903945923]",0.0011752240679614445
3,hand_0_3,"[0.036054015159606934, 0.01934066414833069]",0.0016739532988276906
3,hand_0_4,"[0.033204734325408936, 0.021205008029937744]",0.0015522067471707146
3,hand_0_5,"[0.011267095804214478, 0.017041534185409546]",0.0004173613352538297
3,hand_0_6,"[0.004765510559082031, 0.01309463381767273]",0.00019417952570766062
3,hand_0_7,"[-0.0006449520587921143, 0.011255592107772827]",0.00012710431685469814
3,hand_0_8,"[-0.0036778151988983154, 0.010230720043182373]",0.00011819395723922099
3,hand_0_9,"[0.006986677646636963, 0.024701476097106934]",0.0006589765859139618
3,hand_0_10,"[0.007510453462600708, 0.025147616863250732]",0.0006888095451147436
3,hand_0_11,"[0.006517529487609863, 0.020654499530792236]",0.0004690865414893608
3,hand_0_12,"[0.007537662982940674, 0.01831740140914917]",0.0003923435576282941
3,hand_0_13,"[0.0065216124057769775, 0.0377277135848999]",0.0014659118007154248
3,hand_0_14,"[0.04666942358016968, 0.0708695650100708]",0.007200530342021949
3,hand_0_17,"[0.010104894638061523, 0.05501800775527954]",0.0031290900730063242
3,hand_0_18,"[0.046972960233688354, 0.0895090401172638]",0.010218327255829607
3,hand_1_0,"[-0.0061945319175720215, 0.011658668518066406]",0.00017429677729197124
3,hand_1_1,"[-0.0013850927352905273, 0.012702882289886475]",0.00016328170035606604
3,hand_1_2,"[-0.0017548799514770508, 0.012367606163024902]",0.00015603728584778764
3,hand_1_3,"[-0.001712501049041748, 0.012126922607421875]",0.00014999491176936885
3,hand_1_4,"[-0.0015704631805419922, 0.010914266109466553]",0.00012158755930968823
3,hand_1_5,"[-0.002961874008178711, 0.006797611713409424]",5.4980222646605625e-05
3,hand_1_6,"[0.002997279167175293, 0.01122969388961792]",0.00013508970726050507
3,hand_1_7,"[0.006514012813568115, 0.009683489799499512]",0.0001362023376323407
3,hand_1_8,"[0.008769214153289795, 0.007694244384765625]",0.0001361005135187554
3,hand_1_9,"[-0.0011330842971801758, 0.0033684968948364258]",1.2630651355038935e-05
3,hand_1_10,"[0.001046299934387207, 0.0024529099464416504]",7.111510758051054e-06
3,hand_1_11,"[0.0007941722869873047, 0.00022047758102416992]",6.793199851529153e-07
3,hand_1_12,"[-0.000774681568145752, -0.0016896724700927734]",3.4551245882141757e-06
3,hand_1_13,"[0.0005013346672058105, 0.0017737746238708496]",3.397612864830535e-06
3,hand_1_14,"[0.0015399456024169922, 0.0010123252868652344]",3.396234944830212e-06
3,hand_1_15,"[0.0021047592163085938, 0.0004794597625732422]",4.6598930225627555e-06
3,hand_1_16,"[0.0005658864974975586, -0.0010134577751159668]",1.34732418999306e-06
3,hand_1_17,"[0.0024941563606262207, 0.002205193042755127]",1.108369230706785e-05
3,hand_1_18,"[0.0014600753784179688, 0.0025597810745239258]",8.684299260153239e-06
3,hand_1_19,"[0.0017657876014709473, 0.0033535361289978027]",1.4364210422002088e-05
3,hand_1_20,"[0.0006659626960754395, 0.003360927104949951]",1.1739337317351328e-05
4,pose_0,"[0.000530540943145752, 0.0006305277347564697]",6.79038916651109e-07
4,pose_1,"[0.00012731552124023438, 0.00015427172183990479]",4.0009006108121525e-08
4,pose_2,"[0.0001633167266845703, 9.208917617797852e-05]",3.5152769584101407e-08
4,pose_3,"[0.0004004836082458496, 2.358853816986084e-05]",1.6094353960660612e-07
4,pose_4,"[0.00028705596923828125, 0.0010051429271697998]",1.0927134335148025e-06
4,pose_5,"[0.0005116462707519531, 0.0015335232019424438]",2.6134753172701863e-06
4,pose_6,"[0.0005676150321960449, 0.001865103840827942]",3.800799161846058e-06
4,pose_7,"[0.0005916953086853027, -0.00019942224025726318]",3.898725682294213e-07
4,pose_8,"[0.0002880394458770752, 0.0010866224765777588]",1.2637151289851545e-06
4,pose_9,"[0.0020431876182556152, 0.0004552304744720459]",4.381850428281098e-06
4,pose_10,"[0.002498149871826172, 0.0006935298442840576]",6.721736427017788e-06
4,pose_11,"[0.0023825764656066895, 0.001136094331741333]",6.96738094507765e-06
4,pose_12,"[-0.00021797418594360352, -0.007368296384811401]",5.4339304360162544e-05
4,pose_13,"[-0.0026143789291381836, 0.004530191421508789]",2.735761150063354e-05
4,pose_14,"[0.001126796007156372, 0.003973662853240967]",1.7059665712970684e-05
4,pose_15,"[0.0014955401420593262, 0.007672250270843506]",6.110006453496908e-05
4,pose_16,"[0.0034429430961608887, 0.02575761079788208]",0.0006753083711785735
4,pose_17,"[0.00013691186904907227, 0.005946815013885498]",3.538335366926049e-05
4,pose_18,"[0.012735128402709961, 0.0610697865486145]",0.0038917023245268467
4,pose_19,"[0.00014263391494750977, 0.0039154887199401855]",1.5351396349672086e-05
4,pose_20,"[0.018951624631881714, 0.04547858238220215]",0.0024274655316824933
4,pose_21,"[0.0010693669319152832, 0.003654003143310547]",1.4495284606397263e-05
4,pose_22,"[0.01562628149986267, 0.03120175004005432]",0.0012177298790749802
4,pose_23,"[-0.001110851764678955, -0.0005958676338195801]",1.5890498801240938e-06
4,pose_24,"[0.0003460049629211426, -0.0013388395309448242]",1.912210723986618e-06
4,pose_25,"[-0.0016175508499145508, -0.0013219118118286133]",4.363921590311293e-06
4,pose_26,"[0.0011361539363861084, -0.0029425621032714844]",9.949517498775151e-06
4,pose_27,"[-0.0027180910110473633, -0.008430719375610352]",7.846504793462827e-05
4,pose_28,"[0.003018707036972046, -0.01022195816040039]",0.00011360102080804069
4,pose_29,"[-0.00262528657913208, -0.008988618850708008]",8.768739846587437e-05
4,pose_30,"[0.0029010772705078125, -0.01092672348022461]",0.00012780953534274886
4,pose_31,"[-0.004494667053222656, -0.008658051490783691]",9.516388753638694e-05
4,pose_32,"[0.00253903865814209, -0.011724352836608887]",0.00014390716674483883
4,hand_0_0,"[-0.017409175634384155, 0.03570675849914551]",0.001578051998785135
4,hand_0_1,"[-0.02088513970375061, 0.0271226167678833]",0.0011718254007826445
4,hand_0_2,"[-0.015705227851867676, 0.026757508516311646]",0.0009626184438795704
4,hand_0_3,"[-0.010237276554107666, 0.031151920557022095]",0.0010752439856362983
4,hand_0_4,"[0.002226591110229492, 0.039799660444259644]",0.0015889706794505187
4,hand_0_5,"[0.000318676233291626, 0.03888383507728577]",0.001512054184859224
4,hand_0_6,"[0.024377673864364624, 0.04881170392036438]",0.0029768534226466414
4,hand_0_7,"[0.04066118597984314, 0.06746289134025574]",0.006204573753274545
4,hand_0_8,"[0.05502864718437195, 0.08388927578926086]",0.010065562603388756
4,hand_0_9,"[0.0045773983001708984, 0.04661783576011658]",0.0021941751861556114
4,hand_0_10,"[0.04494217038154602, 0.0696098804473877]",0.00686533413450352
4,hand_0_13,"[0.010494351387023926, 0.053538382053375244]",0.0029764897639275034
4,hand_0_14,"[0.02631199359893799, 0.06798747181892395]",0.005314617331479532
4,hand_0_15,"[0.0332360565662384, 0.055896639823913574]",0.00422906979967852
4,hand_0_16,"[0.042799025774002075, 0.04344037175178528]",0.0037188225051369983
4,hand_0_17,"[0.014930576086044312, 0.05706912279129028]",0.0034798068784285263
4,hand_0_18,"[0.021460145711898804, 0.06595438718795776]",0.004810519043314976
4,hand_0_19,"[0.02567821741104126, 0.05704045295715332]",0.0039129841229659235
4,hand_0_20,"[0.03460308909416199, 0.04589188098907471]",0.0033034385155739088
4,hand_1_0,"[1.9848346710205078e-05, 0.004270315170288086]",1.8235985610459693e-05
4,hand_1_1,"[0.0002490878105163574, 0.002552807331085205]",6.578870006990201e-06
4,hand_1_2,"[-0.0005031824111938477, 0.001498401165008545]",2.498398590233819e-06
4,hand_1_3,"[-0.0012112855911254883, 0.002512633800506592]",7.780541398716423e-06
4,hand_1_4,"[-0.0015829801559448242, 0.004142701625823975]",1.9667802934719703e-05
4,hand_1_5,"[-0.0021557211875915527, -0.0005558133125305176]",4.956062277017281e-06
4,hand_1_6,"[-0.005402088165283203, -0.007979094982147217]",9.284851327961974e-05
4,hand_1_7,"[-0.00901806354522705, -0.008656561374664307]",0.00015626152493908307
4,hand_1_8,"[-0.01274949312210083, -0.007693886756896973]",0.000221745468298451
4,hand_1_9,"[-0.003366827964782715, -0.001545727252960205]",1.372480328498682e-05
4,hand_1_10,"[-0.006472110748291016, 0.0017910003662109375]",4.50958998499118e-05
4,hand_1_11,"[-0.0022968649864196777, 0.0006659626960754395]",5.7190950784047345e-06
4,hand_1_12,"[0.0004730820655822754, -0.0005331039428710938]",5.080064546802987e-07
4,hand_1_13,"[-0.003591477870941162, -0.0020415782928466797]",1.7066755223282826e-05
4,hand_1_14,"[-0.006100177764892578, 0.0008683204650878906]",3.796614919338026e-05
4,hand_1_15,"[-0.005146145820617676, -0.0013048648834228516]",2.8185489171050904e-05
4,hand_1_16,"[-0.005744457244873047, -0.0026349425315856934]",3.994171118293366e-05
4,hand_1_17,"[-0.0038455724716186523, -0.001985609531402588]",1.8731072845667995e-05
4,hand_1_18,"[-0.004823446273803711, 0.001181185245513916]",2.4660832540490674e-05
4,hand_1_19,"[-0.004683136940002441, -0.0013808608055114746]",2.383854816301323e-05
4,hand_1_20,"[-0.005537748336791992, -0.0040305256843566895]",4.6911793933901436e-05
5,pose_0,"[-0.0016469359397888184, -0.0030336081981658936]",1.1915176689747398e-05
5,pose_1,"[-0.0004521608352661133, -0.0018757134675979614]",3.722750433476918e-06
5,pose_2,"[-0.00018036365509033203, -0.0020112842321395874]",4.077795310530874e-06
5,pose_3,"[-4.07099723815918e-05, -0.002179548144340515]",4.752087415349493e-06
5,pose_4,"[-0.0011495351791381836, -0.0011475533246994019]",2.6383097611049067e-06
5,pose_5,"[-0.0009284317493438721, -0.0008715242147445679]",1.6215399700758582e-06
5,pose_6,"[-0.0009068548679351807, -0.0004310011863708496]",1.0081477741508138e-06
5,pose_7,"[0.0002880096435546875, -0.002263769507408142]",5.2076019374514004e-06
5,pose_8,"[3.11732292175293e-05, -0.0004697144031524658]",2.2160339074872581e-07
5,pose_9,"[-0.00022035837173461914, -0.0038994550704956055]",1.525430765880742e-05
5,pose_10,"[-0.0015644431114196777, -0.003565073013305664]",1.515722783906881e-05
5,pose_11,"[0.0032368898391723633, 1.3321638107299805e-05]",1.047763329697915e-05
5,pose_12,"[-1.195073127746582e-05, -0.0052693188190460205]",2.7765863636730614e-05
5,pose_13,"[-0.006054043769836426, -0.0011748671531677246]",3.8031758794687676e-05
5,pose_14,"[0.001699298620223999, -0.0010488629341125488]",3.987729255250372e-06
5,pose_15,"[0.0001976490020751953, 0.003383159637451172]",1.1484834260500065e-05
5,pose_16,"[0.011579811573028564, 0.0014437437057495117]",0.0001361764319547376
5,pose_17,"[-0.0005894303321838379, 0.0053179264068603516]",2.8627769385281e-05
5,pose_18,"[0.02443656325340271, -0.0016431808471679688]",0.0005998456669340513
5,pose_19,"[-0.0011627674102783203, 0.003405749797821045]",1.295115973576344e-05
5,pose_20,"[0.020282596349716187, 0.002241760492324829]",0.00041640920479046883
5,pose_21,"[-0.000738680362701416, 0.002491176128387451]",6.751607180888186e-06
5,pose_22,"[0.018500179052352905, 0.001419663429260254]",0.0003442720692214962
5,pose_23,"[-0.002743542194366455, -0.001244187355041504]",9.075025946714277e-06
5,pose_24,"[-0.0002887845039367676, -0.0016446113586425781]",2.7881430106901917e-06
5,pose_25,"[-0.0035939812660217285, -0.005060434341430664]",3.8524697064445945e-05
5,pose_26,"[-0.0006750822067260742, -0.007392406463623047]",5.510340930925395e-05
5,pose_27,"[-0.002330601215362549, -0.010943293571472168]",0.00012518737621647347
5,pose_28,"[-0.0012283623218536377, -0.01227867603302002]",0.0001522747591176099
5,pose_29,"[-0.0013226866722106934, -0.010965228080749512]",0.00012198572689570142
5,pose_30,"[-0.0007590055465698242, -0.01166844367980957]",0.00013672866732861166
5,pose_31,"[-0.0050313472747802734, -0.01234281063079834]",0.0001776594296671874
5,pose_32,"[-0.004596352577209473, -0.01676332950592041]",0.000302135673138082
5,hand_0_0,"[-0.0017973482608795166, -0.0007970929145812988]",3.865817885362333e-06
5,hand_0_1,"[-0.003798872232437134, 0.006988823413848877]",6.327508294834416e-05
5,hand_0_2,"[0.013328880071640015, 0.007938206195831299]",0.00024067416157169674
5,hand_0_3,"[0.03198057413101196, 0.012119591236114502]",0.001169641613479655
5,hand_0_4,"[0.0398535430431366, 0.012520551681518555]",0.0017450691075007185
5,hand_0_5,"[0.03298753499984741, 0.004269212484359741]",0.001106403640602771
5,hand_0_6,"[0.04433980584144592, 0.00527721643447876]",0.0019938673953534547
